,HE_stoch_standard,HE_stoch_strong,MeanEnergyLoss,S125,Zenith
13321,4,2,3.84326790931588,3.0297874724276745,0.37670315199414706
13322,3,3,4.103595290982768,3.5305842514481647,0.37546099755740325
13323,6,2,3.488842216430758,2.3034247645580015,0.3365371033953526
13324,10,4,4.006727399093712,2.958749804273304,0.18168969630468368
13325,9,5,3.957598888928961,3.217855268943703,0.2723243284829855
13326,7,3,4.643921678485242,3.709883701811691,0.18695047316096636
13327,7,5,4.472852327038579,3.692293389671332,0.18533679204812037
13328,2,1,2.439150911123876,1.0402096493432769,0.38789299975106184
13329,4,1,2.426127200578344,1.1288728418429184,0.37760291362576615
13330,2,1,2.4912189360156995,1.0334058341428127,0.37090406440138324
13331,3,0,2.238329225252416,1.0383962252905095,0.38048146457698184
13332,8,2,2.540267440971764,1.2133975404877768,0.18383910320476682
13333,6,1,2.5820583568385977,1.207442911494831,0.19314496272703163
13334,3,1,2.898362068995325,1.2592210597099784,0.18285331804280913
13335,4,1,2.655597733267695,1.2806471723423236,0.1877140854005166
13336,5,3,2.5832202694518256,1.2053354205619051,0.1936299149129197
13337,6,2,2.7617249499492833,1.2207886750960615,0.1878124980917506
13338,9,2,2.5627295146896487,1.2373000542405324,0.31004457067374247
13339,3,2,2.80534622552721,1.2215422419581508,0.31140020712807104
13340,6,0,2.637622895853476,1.2246731058222275,0.31412572800810645
13341,8,2,2.4861955434864065,1.2566357842151596,0.30942115895636313
13342,2,0,2.969045262429196,1.7866972691627607,0.4001348945340668
13343,4,3,3.062807479258241,1.7384555459487894,0.39667953667472045
13344,4,0,2.9441764760703486,1.7397898170855202,0.402898031593629
13345,2,2,3.0048493379376784,1.744660933039662,0.40276543410343857
13346,5,3,2.985707261851801,1.716085861154511,0.4036099859202116
13347,8,3,3.5793914858661875,2.6929224440477464,0.34775619370963406
13348,8,3,4.0284913326313925,2.8174801748522595,0.3006459131208201
13349,8,5,3.9585926734899917,3.1441388373505035,0.30568008421864334
13350,9,5,4.4727916024346275,3.6164410726919005,0.1644382942777738
13351,3,1,2.5061870568938103,1.1534777200037825,0.38689242003254565
13352,2,1,2.6331469970788013,1.1386832979548922,0.38778775122974407
13353,6,0,2.3588234116586193,1.199804823661525,0.20359797092867948
13354,5,1,2.377834392480291,1.227059760101386,0.20048758869580485
13355,3,0,2.243446605003934,1.259638656589475,0.20417777676654003
13356,7,1,2.3175379781162864,1.186964887296364,0.19721555320139617
13357,5,2,2.528474960891139,1.392423272825428,0.32775917873477844
13358,7,1,2.431199512960978,1.397856222452134,0.3330339915327851
13359,3,1,2.843585205620966,1.3615083651030284,0.33538640236549533
13360,2,0,2.7066170790033315,1.3543492153713785,0.33726763911147106
13361,8,3,2.6588614544177913,1.5991183205378894,0.12339786273800346
13362,8,0,2.639969791973002,1.6521008399848114,0.12433996943948067
13363,8,2,3.2893418032273347,2.242750760690228,0.2694016756090374
13364,8,0,3.2345449965229314,2.180078580329474,0.27631910667798465
13365,1,0,3.398718187043695,2.270975964560261,0.4453812624580329
13366,1,1,3.4113484779793897,2.517293894846521,0.4953590867265327
13367,1,1,3.8141012415492326,2.5971298962184193,0.44203160343060777
13368,3,2,3.527561235947646,2.7337392294446383,0.500005130059594
13369,5,3,3.9296562817444043,2.9790371291985567,0.3234662683524254
13370,11,5,4.112683258744071,3.524863210695141,0.26643079280738213
13371,5,5,4.007711955365798,3.632610070847525,0.23750632635318425
13372,5,2,2.2688398372308813,1.2595162873928336,0.3418444093273849
13373,2,0,2.402035213051778,1.227524111158595,0.34308021471473493
13374,3,1,2.674212099680468,1.4960241427752647,0.390317753713064
13375,9,2,2.9339714168810467,1.8013393183036905,0.2384604684647198
13376,10,1,2.943065160725883,1.8041862796234795,0.23700550780686092
13377,5,1,2.9171771701533054,1.771025442213209,0.23786478039813463
13378,7,1,2.9442309075038082,1.7577269350334612,0.23665398181648234
13379,8,1,2.903773714857075,1.8116266561414198,0.23601616169743256
13380,6,3,2.9880470031211575,1.7791305086619857,0.23611505903835628
13381,7,3,2.867736652554401,1.8089561543031776,0.23032593422493441
13382,5,3,2.949689892155399,1.9485759108269045,0.18604064223777472
13383,6,1,2.9908191991404163,1.9445381479414845,0.19344826537489057
13384,7,3,3.0540572145963814,1.9512653334097134,0.1854715658540882
13385,4,0,2.8150537515362055,1.9368971060886544,0.19255821867325107
13386,3,2,3.140096726238109,1.9818953032882307,0.19394156306563737
13387,7,1,2.9841083763917333,1.938225726676496,0.19142944850548815
13388,10,0,2.877911250223009,1.928458216128913,0.19389791335847395
13389,3,3,3.3828927404870157,2.0279526416108213,0.24685012408082851
13390,3,0,3.3757580112280388,2.0468441961246704,0.24425028852232877
13391,7,2,3.386682007574544,2.0302353162434157,0.2419586974657606
13392,9,1,3.31344877696274,2.020562215626918,0.24551865043537946
13393,5,2,3.3568066509174845,2.0390877003626207,0.24631484958266237
13394,7,2,3.4268562092935104,2.038133038541231,0.24389895282752594
13395,6,1,3.383930557029257,2.4566419328594566,0.3675942875950473
13396,2,1,3.6014231599180073,2.6874535326870514,0.3925031524919751
13397,5,2,3.5658927116498953,2.7183542696191774,0.38405314508742583
13398,3,2,3.8235248918903477,3.0596826997124698,0.46809759208925605
13399,4,1,2.4629980217300758,1.4379207295338867,0.30296457964674595
13400,6,3,2.4796232821288786,1.5033452248659511,0.29763717330764994
13401,6,1,2.5436475322487335,1.45921670226039,0.30326349023190646
13402,2,1,2.5096680182500175,1.3964217526511646,0.3041135984413823
13403,8,3,2.89499365790788,1.4658593327529355,0.15923994481243264
13404,7,2,2.7904193148910093,1.4568648111351816,0.1707143976868961
13405,9,5,2.845873475571257,1.5122822067824329,0.1696467396681398
13406,5,1,2.891214411149804,1.4669486780134138,0.17097941724783183
13407,6,2,2.84540334503271,1.4669966985745342,0.16801485270476002
13408,5,2,2.964636246036128,1.4792677767514162,0.16853975229623686
13409,5,2,2.957464784432571,1.4512251545315786,0.17026990859579128
13410,9,3,2.7813654966321377,1.45797198222159,0.16950817783987082
13411,1,0,2.630276352557876,1.5353740469200776,0.44119193328706796
13412,3,0,2.887106739182939,1.641288938703287,0.42948327658319574
13413,3,1,2.7798353674800667,1.6340127510251126,0.4306771184100775
13414,4,2,2.6808837575071305,1.6332525949122196,0.4239754910650251
13415,7,3,2.7953225586501453,1.9212440008662526,0.35337583831160435
13416,6,4,3.2096430544055607,2.1827134786623823,0.08907578072017497
13417,13,3,3.26144018394426,2.2246538953784816,0.08504363396500647
13418,6,1,3.4958738515484717,2.4034957706469022,0.2647639696094659
13419,9,1,3.5462042749660982,2.41450220107534,0.26594881341337695
13420,9,3,3.535774608788262,2.4164746345774466,0.25989835928112504
13421,8,4,3.5709750477673055,2.8821795185542536,0.0383909062533192
13422,3,2,4.061805694787844,3.185710284854001,0.4568358308557259
13423,7,5,4.149585418780021,3.4668118520399442,0.2900105995051159
13424,6,1,2.8066103732533394,1.560369130030237,0.21977219194774733
13425,7,1,2.8696534251685426,1.567170205273177,0.22095284471996823
13426,5,1,2.785677558565341,1.5225747980517594,0.21844631619170052
13427,2,1,2.91039153390219,1.7070194667120813,0.48511896297051127
13428,1,1,3.4027649116077154,1.8079315010167996,0.23663321707433438
13429,7,2,3.064519802615448,1.8717864447497146,0.23463934895708016
13430,8,2,2.8725286773361187,1.821385679551252,0.2358969325953777
13431,8,2,2.9734786670132145,1.8241863445905278,0.23529941959040013
13432,3,2,2.9576225577447097,2.0065611160084362,0.36251505622442615
13433,9,3,3.34849822979264,2.581937200831044,0.25987356060516387
13434,8,3,3.3779215619741456,2.568001177881748,0.2615492134613242
13435,8,4,3.5834819299374914,2.744602970756988,0.29663120185379377
13436,5,2,2.5420544927905504,1.2194523331170073,0.11402650371293399
13437,7,0,2.6391733002064957,1.2364279654199235,0.11650656173751495
13438,7,1,2.630774737702353,1.21134654453137,0.115482997250834
13439,6,1,2.614627678249952,1.2545864356379495,0.1173171408076068
13440,7,2,2.737057345877415,1.2311461066913951,0.11998085362353184
13441,6,2,2.799052368683289,1.2253608798076616,0.10962044605007959
13442,7,1,2.6012103325193876,1.3356831855728677,0.1120736856724891
13443,7,3,2.6625505310685145,1.3180891746052996,0.26742136884470735
13444,7,5,2.6542664794743804,1.3116717684751542,0.2662965068256664
13445,6,2,2.780795672403773,1.6818160041540917,0.19537691561195558
13446,6,1,2.970709135893667,1.6298747734791421,0.19963555555933254
13447,1,0,2.8672188689235525,1.8883903189902096,0.401495183018012
13448,2,0,2.811187362289035,1.8797114628060818,0.40177585172166674
13449,7,1,2.976669720157707,2.008317547625749,0.10522254632055716
13450,5,2,3.1250172212599674,1.9397567978740815,0.11660520999810853
13451,10,2,3.0046720445237747,2.003833109965128,0.11717099060469938
13452,7,0,2.8350831478349483,2.0115310396350363,0.11114168489219667
13453,5,4,3.4129407929913813,2.299916790559009,0.34245970248753155
13454,9,3,3.2701024087279054,2.3709074706883566,0.29430113615802256
13455,7,3,3.3466257994270725,2.43009004294112,0.29176492852451474
13456,11,4,3.617015009357479,2.576568916533935,0.06508867099037374
13457,11,3,3.515017930475157,2.5686910149915754,0.05899645269699061
13458,11,4,3.7745915515262376,2.8895994278321737,0.20902327229271211
13459,9,5,4.159373091520731,3.320387292167956,0.30838262541066896
