,HE_stoch_standard,HE_stoch_strong,MeanEnergyLoss,S125,Zenith,energy,mass
13529,3,1,1.7403880182950917,0.4098260685715802,0.29521382346201586,6.3201704937173036,4.0
13530,2,0,1.9744045825902747,0.2984560051804923,0.2947938628085476,6.3201704937173036,4.0
13531,4,2,1.437163834131853,0.326677947360635,0.29294519871443603,6.3201704937173036,4.0
13532,6,3,1.3224526522235034,0.35615532241510905,0.29822446342041253,6.3201704937173036,4.0
13533,4,1,1.6098357772828704,0.27302116590486,0.29421656681584096,6.3201704937173036,4.0
13534,1,0,1.5376532336930397,0.3173781228371677,0.28669695372196324,6.3201704937173036,4.0
13535,4,0,1.65956388366891,0.6484287653193732,0.32887988711218563,6.684513322497054,4.0
13536,3,0,1.7410935803604952,0.7563247059357812,0.3307176385238053,6.684513322497054,4.0
13537,2,1,1.8706728421754943,0.764849865100329,0.32696030413907096,6.684513322497054,4.0
13538,0,0,1.7281985043561492,0.7448617735897729,0.33025151491542504,6.684513322497054,4.0
13539,1,1,1.7969642834002673,0.7057575451420055,0.3228656748961183,6.684513322497054,4.0
13540,3,3,1.7073931662672734,0.7324558009767692,0.321017616640503,6.684513322497054,4.0
13541,4,1,1.621700347594786,0.8028356469134001,0.32501679940721484,6.684513322497054,4.0
13542,2,1,1.7318252722364622,0.7339875514687799,0.33008634903270906,6.684513322497054,4.0
13543,2,1,2.036544945374111,0.6878338128492025,0.3315885681855999,6.702700206449157,4.0
13544,2,0,1.8650982593182555,0.754405726005011,0.3288826115177499,6.702700206449157,4.0
13545,0,0,1.845758610878084,0.7155751169832807,0.32995908751398817,6.702700206449157,4.0
13546,3,1,1.8642237774588337,0.6961493142176898,0.3311170344349619,6.702700206449157,4.0
13547,3,2,1.9692304216042908,0.7645967190337348,0.32883082943739694,6.702700206449157,4.0
13548,1,0,1.811162552837324,0.6961568529115234,0.3235429682381685,6.702700206449157,4.0
13549,3,1,2.086753376900681,0.7144968263634319,0.3337296446301692,6.702700206449157,4.0
13550,5,2,1.931782330003474,0.6913802986020885,0.3279841303209654,6.702700206449157,4.0
13551,1,0,2.118957205965557,0.7572428787147252,0.35228690781006167,6.815717178296493,4.0
13552,1,0,2.0049101620867096,0.8369521432109517,0.3499702015521473,6.815717178296493,4.0
13553,3,2,1.8045539415405059,0.7924539066569336,0.3523148623915593,6.815717178296493,4.0
13554,4,2,2.029724183216078,0.84517761094048,0.3525091117215622,6.815717178296493,4.0
13555,1,1,2.1380583244962,0.7653531407265777,0.34974574831047134,6.815717178296493,4.0
13556,3,2,2.2353132387740393,0.8038202048763838,0.3490419591997065,6.815717178296493,4.0
13557,7,1,2.3595395261891827,0.7676453862731019,0.34490603659593644,6.815717178296493,4.0
13558,4,1,2.402593717954144,0.7741594846508786,0.339630716287481,6.815717178296493,4.0
13559,2,0,2.1454970460049028,0.9066151317970763,0.47779496754127226,6.982314388909436,4.0
13560,6,2,2.2424466585564073,1.0961966495341864,0.2679365481813223,7.056303852128043,4.0
13561,6,3,2.2293953969856624,1.1244678663454053,0.27135237495407827,7.056303852128043,4.0
13562,3,2,2.1905390056509186,1.121268040006198,0.2662187514857237,7.056303852128043,4.0
13563,7,0,2.2928023163766307,1.1025098850799804,0.27018381363727917,7.056303852128043,4.0
13564,2,0,2.30731062279276,1.209997660705711,0.30552913338880927,7.159631099596169,4.0
13565,8,1,2.254048294827032,1.2423461295994978,0.30422916620346907,7.159631099596169,4.0
13566,6,1,2.3290913876345343,1.3816154426559661,0.07160778638871879,7.274805573617321,4.0
13567,7,3,2.305744917393272,1.3205319883052624,0.0695390466414949,7.274805573617321,4.0
13568,3,1,2.372686777476487,1.3298576775853812,0.07839726048712325,7.274805573617321,4.0
13569,7,1,2.480862256396503,1.337465540773512,0.07719808051441657,7.274805573617321,4.0
13570,6,2,2.5594320572522427,1.3421241229086007,0.06753312697585301,7.274805573617321,4.0
13571,7,1,2.4458676455205253,1.3223964069410217,0.07317678868317667,7.274805573617321,4.0
13572,4,1,2.2456388307082507,1.3309107075024906,0.07625079319410277,7.274805573617321,4.0
13573,7,1,2.2145947592650415,1.4333158602828435,0.21227314439950895,7.391764311772517,4.0
13574,5,1,2.5064327283281895,1.4423893399684538,0.213325419233926,7.391764311772517,4.0
13575,5,0,2.410224696995124,1.435401557527114,0.2127771795353861,7.391764311772517,4.0
13576,6,0,2.5142756264880375,1.4967216345680185,0.3289724883928429,7.435866239356555,4.0
13577,7,2,2.661203087247212,1.523212420457031,0.3236150581253949,7.435866239356555,4.0
13578,6,3,2.480689150725061,1.4966423775688567,0.3272785299753651,7.435866239356555,4.0
13579,3,0,2.377438669018929,1.4907671274352667,0.32570705998714367,7.435866239356555,4.0
13580,1,1,2.5621726970982865,1.5694077001067672,0.3259276244749558,7.435866239356555,4.0
13581,8,1,2.617323000539851,1.7321151630271148,0.20803888786072644,7.665425742860581,4.0
13582,4,1,2.692854596261848,1.7881074927843876,0.20908211780358332,7.665425742860581,4.0
13583,10,2,2.573094852569844,1.8784673435761867,0.22886939051082011,7.735486447576762,4.0
13584,8,1,2.7106698875934554,1.852725490559842,0.22812752698456373,7.735486447576762,4.0
13585,8,1,2.6637126674842233,1.880604112254602,0.23281663208185144,7.735486447576762,4.0
13586,7,2,2.678972388692001,1.8166492086527288,0.2249244212988586,7.735486447576762,4.0
13587,6,1,2.6970346103855953,1.8016190216545382,0.2330534817178429,7.735486447576762,4.0
13588,8,1,2.708961829890693,1.8454217268219049,0.22860385388249105,7.735486447576762,4.0
13589,6,1,2.6838648080421623,1.8216216917256185,0.2300268315177023,7.735486447576762,4.0
13590,2,1,2.694410177571805,1.9392406530623694,0.4638389814389652,7.8703060316672815,4.0
13591,2,1,3.245607816201438,1.9552528599689758,0.4620430963435407,7.8703060316672815,4.0
13592,2,0,1.1891002108811086,-0.32832967103127997,0.2518467637253048,5.872553514189909,4.0
13593,4,1,1.342619019210155,-0.2282406718023324,0.23631397040916013,5.872553514189909,4.0
13594,3,2,1.1196234861298024,-0.05928517417479105,0.24413951590103222,5.872553514189909,4.0
13595,3,1,1.300333825953575,-0.2900456081161354,0.2564823688379989,5.872553514189909,4.0
13596,1,1,1.2210095830553311,-0.08487019952772593,0.24981804458489254,5.872553514189909,4.0
13597,4,1,1.1818404542375416,-0.3144443876124332,0.24578870381387086,5.872553514189909,4.0
13598,4,3,0.9345134073326495,-0.26474727446677976,0.27533618142942284,5.872553514189909,4.0
13599,0,0,0.8739113185097344,-0.06631375300725886,0.2496456089568495,5.872553514189909,4.0
13600,3,2,1.5230579865537321,-0.26838077725814413,0.252512991270363,5.872553514189909,4.0
13601,3,2,1.0524519138874586,-0.11106665171474317,0.2420862770931289,5.872553514189909,4.0
13602,1,0,1.2663389635818927,-0.2054939417061297,0.23954448019684538,5.872553514189909,4.0
13603,2,0,1.0716725662509259,-0.18186026706049804,0.2506004053081634,5.872553514189909,4.0
13604,2,1,1.2223435204200463,-0.09672416181522789,0.24318015760281408,5.872553514189909,4.0
13605,4,3,0.9175287478297527,-0.24425738287735224,0.24450255909250762,5.872553514189909,4.0
13606,6,1,1.3642301594587476,0.34018127982570956,0.10561829474215134,6.248978065293018,4.0
13607,3,2,1.1584183347756898,0.2955150618275151,0.1208307996018112,6.248978065293018,4.0
13608,4,3,0.5694401651625083,0.3274981054099055,0.1235378967559293,6.248978065293018,4.0
13609,2,1,1.1547652663971912,0.2535453937240204,0.11090787289436532,6.248978065293018,4.0
13610,2,1,1.2011628861327974,0.1393379112089699,0.10659036821402079,6.248978065293018,4.0
13611,3,1,1.2241650628733787,0.31216625367390893,0.1182259613683132,6.248978065293018,4.0
13612,2,2,0.891191134511149,0.3734731594375682,0.11598536563114248,6.248978065293018,4.0
13613,3,1,1.1693918861835444,0.1536406945748894,0.11553743401693684,6.248978065293018,4.0
13614,4,1,1.2450504455743554,0.23776339598284002,0.12065481799640221,6.248978065293018,4.0
13615,3,1,1.8827345811793879,0.1391038435096799,0.1523395266575056,6.248978065293018,4.0
13616,3,2,0.8681755342149811,0.26288444823856505,0.09283875135903541,6.248978065293018,4.0
13617,3,2,0.977184812637782,0.2652609303056277,0.11123340111177038,6.248978065293018,4.0
13618,4,3,1.3265107467664827,0.3615690521431532,0.1885442125625163,6.351585290527582,4.0
13619,3,2,1.5850412850103077,0.3321720863460702,0.1779066128907565,6.351585290527582,4.0
13620,4,0,1.4045581080292235,0.38069377575626584,0.17543436627904185,6.351585290527582,4.0
13621,3,1,1.7617570500086797,0.378195921144076,0.17583587937848577,6.351585290527582,4.0
13622,4,3,1.4991514447407082,0.4517214791616917,0.17315426409817247,6.351585290527582,4.0
13623,2,0,1.5134778080695135,0.41076749389187345,0.18045912014011867,6.351585290527582,4.0
13624,5,2,1.380775980531024,0.2538626213483308,0.16781742810103895,6.351585290527582,4.0
13625,3,1,1.6870569493568237,0.3693656352373726,0.1727710335630297,6.351585290527582,4.0
13626,4,1,1.634244684694986,0.3154614504385602,0.1810459989297346,6.351585290527582,4.0
13627,3,1,1.5009896713844673,0.41369122791739166,0.18149310952459174,6.351585290527582,4.0
13628,4,2,1.5314692725729917,0.40578765751965434,0.18297334232845808,6.351585290527582,4.0
13629,4,2,1.550429759508785,0.3445586062068129,0.17431406223073376,6.351585290527582,4.0
13630,2,0,1.8871387221373648,0.17348764216876855,0.5658921816930489,6.427144430352973,4.0
13631,3,1,1.9800128754561028,0.46588062450422063,0.4124489983667563,6.622121997721556,4.0
13632,2,1,1.9005873744088737,0.5049599638926883,0.4098326640724652,6.622121997721556,4.0
13633,4,0,1.9697113011480307,0.4953377796489016,0.41528293267049365,6.622121997721556,4.0
13634,3,0,1.7777323084677454,0.5137594005839103,0.41206268025560533,6.622121997721556,4.0
13635,2,1,1.9318308533112256,0.493895891458878,0.4121955615002033,6.622121997721556,4.0
13636,4,1,1.9273379792610574,0.7480871438111829,0.3027245152778333,6.786329731852641,4.0
13637,3,0,2.0927383957109633,0.7816264953523122,0.2981683466788394,6.786329731852641,4.0
13638,5,2,2.0495143850288406,0.7946351222129238,0.29821152243248816,6.786329731852641,4.0
13639,4,2,1.9366957515499101,0.8140408497161236,0.3069076193487028,6.786329731852641,4.0
13640,3,1,1.863678361132229,0.8342026631434565,0.299944311923833,6.786329731852641,4.0
13641,3,2,1.8496484232571688,0.752540907391896,0.30042905076510085,6.786329731852641,4.0
13642,4,2,2.050419683711682,0.8459594730687576,0.29491168162134684,6.786329731852641,4.0
13643,3,1,1.8833195679411807,0.8068268655612263,0.30253453622658144,6.786329731852641,4.0
